A:char(25)	B:char(25)	C:int	D:int	E:char(25)
Arizona	Latvia	5	37	Giraffe
Maine	DOMINICAN_REPUBLIC	8	89	Hornet
Maryland	Nebraska	5	11	Coyote
Massachusetts	Tonga	8	85	Echinorhinus
Delaware	Tuvalu	6	68	Partridge
South_Dakota	Taiwan	1	61	Giant_Panda
Vermont	Tunisia	2	67	Pristiophorus
Alaska	South_Carolina	6	97	Rhizoprionodon
South_Carolina	Tennessee	8	50	Dogfish
New_York	Washington	7	10	Hemitriakis
Mississippi	Tunisia	6	74	Rhizoprionodon
Missouri	Jordan	8	74	Gerbil
Nevada	Serbia	0	60	Isurus
Nebraska	Texas	3	76	Coyote
Minnesota	Guatemala	9	85	Mallard
Louisiana	CZECH_REPUBLIC	9	69	Crow
Illinois	DOMINICAN_REPUBLIC	6	73	Jackal
Maryland	Massachusetts	0	82	Gerbil
South_Carolina	Monaco	9	92	Louse
Arizona	Ecuador	9	39	Triaenodon
North_Dakota	Namibia	4	49	Coyote
Oregon	Guatemala	6	71	Camel
New_Hampshire	Wyoming	3	63	Carcharhiniformes
Idaho	Saudi_Arabia	1	67	Lion
Nebraska	Oregon	4	64	Gorilla
Minnesota	WESTERN_SAHARA	1	74	Lamna
New_York	Nepal	6	5	Polecat
Hawaii	Tunisia	9	8	Coyote
Michigan	COSTA_RICA	2	68	Snipe
Vermont	Spain	8	2	Squaliformes
New_Jersey	Uzbekistan	8	75	Ram
Michigan	Ethiopia	5	31	Polecat
Arizona	Massachusetts	3	68	Apristurus
Georgia	Nigeria	8	75	Parmaturus
South_Dakota	Ethiopia	3	82	Magpie
Alabama	Madagascar	1	48	Jaguar
Colorado	Thailand	4	90	Bullhead_shark
Massachusetts	Nepal	8	48	Chiloscyllium
New_Jersey	Illinois	0	48	Carcharhinus
Illinois	Jordan	4	51	Carcharhiniformes
Oregon	Tanzania	6	69	Flamingo
Connecticut	Ukraine	2	89	Echinorhinus
Connecticut	Namibia	2	22	Whale_Shark
Kansas	Alaska	2	55	Black_panther
Kansas	Jordan	5	58	Human
Mississippi	Illinois	2	84	Flamingo
California	Alabama	2	66	Ram
Montana	DOMINICAN_REPUBLIC	3	41	Flamingo
Idaho	Vatican_City	2	51	Hyena
Illinois	Morocco	0	96	Coyote
Alaska	Uzbekistan	6	45	Wombat
Pennsylvania	Rhode_Island	5	43	Prionace_glauca
New_Jersey	New_Mexico	4	21	Apristurus
Montana	Thailand	9	3	Baboon
Nebraska	Arizona	0	36	Squaliformes
New_Mexico	Turkey	9	89	Angel_shark
Hawaii	Tunisia	1	77	Cirrhoscyllium
Delaware	Hawaii	9	3	Parmaturus
Oregon	Nauru	8	38	Carcharhiniformes
Ohio	Maryland	7	67	Dogfish
Colorado	Taiwan	8	47	Hyena
Kentucky	Luxembourg	3	27	Sphyrna_lewini
Florida	Wisconsin	6	47	Goose
Kentucky	Wyoming	5	83	Dogfish
Alaska	Alabama	8	97	Negaprion
Iowa	Sudan	7	34	Human
New_Hampshire	Zambia	0	34	Anatidae
Mississippi	Massachusetts	4	46	Apristurus
Ohio	Japan	8	2	Pristiophorus
Utah	Tuvalu	6	18	Mule
Massachusetts	COSTA_RICA	5	3	Negaprion
New_Jersey	Switzerland	6	12	Polecat
Maine	Ghana	4	97	Gerbil
South_Carolina	Switzerland	2	84	Jackal
Illinois	Madagascar	2	12	Camel
Oregon	Malta	9	42	Hyena
Nevada	Serbia	6	20	Cirrhoscyllium
Tennessee	Oregon	9	70	Hyena
Missouri	Netherlands	2	3	Sheep
Georgia	Croatia	7	2	Magpie
Georgia	Mozambique	0	90	American_Bison
Maryland	Ireland	1	70	Giant_Panda
Hawaii	Jordan	6	74	Orectolobus
Connecticut	North_Carolina	3	43	Ram
South_Dakota	North_Carolina	6	78	Sheep
South_Carolina	Greece	1	26	Gazelle
Nevada	Tanzania	0	82	Chiloscyllium
Kansas	Wyoming	3	55	Cobra
Maryland	Grenada	4	22	Poroderma
Texas	Tunisia	7	69	Gorilla
Vermont	Hawaii	0	83	Angel_shark
South_Carolina	South_Carolina	3	37	Jaguar
Texas	Maine	4	95	Parmaturus
Vermont	Malta	7	97	Angel_shark
Maine	Uruguay	6	95	Lamniformes
Vermont	Croatia	8	47	Crow
New_Mexico	Minnesota	0	19	Poroderma
Oklahoma	Romania	0	96	Lion
Louisiana	Greece	4	50	Snipe
Arkansas	Barbados	3	39	Prionace
Tennessee	Rhode_Island	9	20	Hyena
New_York	Nebraska	6	27	Raven
Oregon	Colombia	6	91	Giraffe
Missouri	Tunisia	7	89	Cormorant
Idaho	Canada	2	69	Angel_shark
Connecticut	Ireland	9	19	Bison
Colorado	Uganda	5	18	Orectolobus
Nevada	Australia	4	53	Echinorhinus
Michigan	Tunisia	0	99	Cobra
Pennsylvania	COSTA_RICA	9	63	Donkey
Utah	Dominica	7	18	Angel_shark
Rhode_Island	Uruguay	6	81	Ram
Pennsylvania	Michigan	2	81	Carcharhinus
Wyoming	Luxembourg	9	80	Poroderma
Utah	Maryland	9	65	Chiloscyllium
Missouri	Malta	5	15	Lamna
Alaska	Guatemala	0	77	Fish
Arkansas	Spain	8	88	Coccinellidae
Iowa	Malaysia	4	80	Moose
Massachusetts	Tanzania	1	70	Bullhead_shark
South_Carolina	Finland	7	7	Anatidae
Wyoming	Spain	2	5	Mule
Indiana	Tonga	0	67	Crow
Washington	Rhode_Island	8	28	Chamois
Kansas	Minnesota	0	42	Cheetah
New_York	North_Carolina	1	66	Beaver
Iowa	Missouri	5	10	Manatee
Illinois	Uruguay	8	28	Badger
New_Hampshire	Netherlands	6	82	Lion
Ohio	Turkey	5	22	Baboon
Oklahoma	Pennsylvania	5	9	Guanaco
Tennessee	Serbia	1	50	Sawshark
California	Ukraine	4	22	Pristiophorus
Pennsylvania	Cyprus	4	46	Poroderma
Wyoming	Michigan	6	84	Echinorhinus
New_Mexico	Saudi_Arabia	7	3	Guanaco
Illinois	Grenada	4	16	Skunk
California	Michigan	1	67	Jackal
Arizona	Zimbabwe	2	58	Lion
Washington	Luxembourg	9	59	Ram
Utah	EL_SALVADOR	3	74	Snipe
Georgia	Kiribati	2	96	Isogomphodon
Nebraska	New_Mexico	4	71	Quail
New_York	Zimbabwe	1	8	Nightingale
Connecticut	COSTA_RICA	1	33	Ram
California	Canada	5	9	Jackal
Florida	Alaska	7	40	Crow
Florida	Netherlands	8	77	Nightingale
Minnesota	Denmark	4	65	Otter
New_York	NEW_ZEALAND	7	70	Parmaturus
Pennsylvania	Maryland	8	78	Scoliodon
South_Dakota	Lithuania	0	39	Gerbil
Arizona	Tunisia	7	67	Carcharhinus
Missouri	Tanzania	8	84	Ostrich
Oklahoma	Malawi	8	77	Mule
Indiana	Alaska	7	57	Moose
South_Dakota	Wisconsin	6	87	Hamster
Alabama	Mississippi	4	50	Manatee
New_Hampshire	Louisiana	7	48	Ostrich
New_Jersey	Virginia	6	68	Peafowl
New_Hampshire	Nebraska	3	10	Cheetah
Wisconsin	Guatemala	4	26	Rhizoprionodon
Indiana	Hawaii	4	8	Mule
Arkansas	Cyprus	6	8	Bullhead_shark
Tennessee	Wisconsin	1	51	Sawshark
Iowa	Malawi	9	35	Louse
Alabama	Finland	1	93	Lion
West_Virginia	Washington	6	71	Lamna
Louisiana	MARSHALL_ISLANDS	0	93	Mallard
Mississippi	Missouri	8	53	Lamna
North_Dakota	Oregon	9	99	Quail
Alabama	California	5	27	Mouse
Nevada	New_Jersey	2	24	Snipe
West_Virginia	Ireland	3	80	Hamster
Vermont	Tennessee	1	23	Lamniformes
Kentucky	WESTERN_SAHARA	9	80	Rhizoprionodon
Virginia	Zambia	9	89	Baboon
Montana	Tonga	4	58	Giant_Panda
Illinois	Minnesota	5	0	Pelican
Washington	Nigeria	0	99	Negaprion
Nebraska	Japan	9	55	Goldfinch
North_Carolina	New_Mexico	8	28	Bullhead_shark
Ohio	Slovenia	9	22	Snipe
Arkansas	Turkey	8	99	Gerbil
West_Virginia	Nebraska	1	79	Partridge
Maine	Dominica	0	64	Donkey
Massachusetts	Alabama	0	77	Guanaco
South_Dakota	Tennessee	3	87	Reindeer
Alabama	Luxembourg	4	33	Hemiscyllium
Delaware	Arizona	4	76	Pristiophorus
Arkansas	Uzbekistan	9	78	Triaenodon
Louisiana	Switzerland	8	2	Orectolobus
Utah	Oregon	1	69	Wombat
Mississippi	Turkey	4	95	Camel
Oklahoma	Zambia	8	42	Raven
Arizona	Malaysia	3	28	Parmaturus
Washington	Monaco	6	64	Bullhead_shark
Rhode_Island	Ethiopia	2	64	Beaver
Maryland	DOMINICAN_REPUBLIC	0	98	Sphyrna_lewini
Iowa	Malawi	1	83	Rhizoprionodon
South_Carolina	MARSHALL_ISLANDS	3	99	Swallow
Arkansas	Maine	6	86	Pristiophorus
New_Jersey	Wyoming	4	0	Hamster
Illinois	Denmark	1	39	Rhinoceros
Colorado	Malawi	0	80	Baboon
Alabama	Italy	9	59	Prionace
Minnesota	TRINIDAD_AND_TOBAGO	5	24	Carcharhiniformes
South_Dakota	Tuvalu	9	89	Sawshark
South_Dakota	Sweden	4	3	Cormorant
Utah	Ukraine	3	96	Swallow
California	Netherlands	8	34	Giraffe
West_Virginia	WESTERN_SAHARA	9	65	Human
Kansas	France	4	20	Guanaco
Idaho	TRINIDAD_AND_TOBAGO	0	16	Hyena
Connecticut	EL_SALVADOR	4	44	Camel
Hawaii	Nepal	2	30	Rhizoprionodon
Connecticut	Samoa	0	47	Lamna
Mississippi	Tanzania	9	26	Giant_Panda
South_Carolina	MARSHALL_ISLANDS	3	88	Bison
Illinois	Louisiana	0	48	Polecat
North_Dakota	Nigeria	4	48	Cormorant
Maine	Rhode_Island	1	77	Sawshark
Colorado	Japan	1	75	Swan
Montana	Wyoming	0	59	Negaprion
Maine	Florida	3	27	Columbidae
Michigan	Italy	6	61	Pony
Pennsylvania	EL_SALVADOR	9	52	Lamna
Kentucky	Colombia	0	46	Polecat
Colorado	Missouri	4	55	Sheep
Massachusetts	Netherlands	6	19	Apristurus
Oklahoma	Zimbabwe	2	55	Dogfish
Alaska	COSTA_RICA	6	78	Parmaturus
Oklahoma	Jordan	5	61	Hawk
Wisconsin	Louisiana	9	39	Badger
Alabama	Slovenia	7	92	Negaprion
Utah	Grenada	9	94	Squaliformes
Oregon	Maine	2	80	Jaguar
Delaware	Georgia	2	2	Quail
South_Dakota	Ireland	6	55	Goldfinch
South_Carolina	Nepal	3	98	Orectolobus
Delaware	Grenada	5	48	Isurus
Illinois	Nebraska	5	96	Parascyllium
Kansas	Tonga	2	96	Snipe
Wisconsin	MARSHALL_ISLANDS	0	13	Skunk
Nebraska	Romania	5	18	Chiloscyllium
Idaho	Texas	0	29	Mouse
Delaware	Samoa	8	36	Lamniformes
Arkansas	New_Jersey	3	32	Rhizoprionodon
Missouri	Luxembourg	7	7	Orectolobus
Pennsylvania	Grenada	0	15	Lamna
Delaware	Canada	8	80	Swan
Kansas	Guatemala	4	50	Dogfish
California	Tennessee	8	40	Jackal
Nebraska	Thailand	0	23	Prionace_glauca
Rhode_Island	Arizona	9	79	Pristiophorus
Kansas	CZECH_REPUBLIC	1	40	Fish
Delaware	Florida	4	39	Chamois
Illinois	Texas	7	62	Anatidae
Kansas	Saudi_Arabia	4	93	Giraffe
Louisiana	Minnesota	6	5	Sphyrna_lewini
Louisiana	Maine	8	98	Skunk
Nevada	Colombia	4	70	Gazelle
Florida	Canada	6	57	Lamna
Wyoming	Zimbabwe	7	22	Squaliformes
Oklahoma	Turkey	8	53	Prionace_glauca
Massachusetts	South_Carolina	8	76	Columbidae
South_Dakota	Namibia	3	27	Badger
New_York	Alaska	0	69	Lion
Wisconsin	Netherlands	4	20	Snipe
Pennsylvania	Tunisia	3	74	Triakis
Delaware	Japan	5	50	Sheep
New_York	Jordan	6	82	Apristurus
Nevada	Switzerland	8	12	Dogfish
Michigan	Taiwan	8	28	Raven
Alaska	Tuvalu	3	79	Fox
Alabama	Maine	0	60	Poroderma
Georgia	Oregon	6	65	Fish
Nevada	Rhode_Island	0	92	Negaprion
Arkansas	Rhode_Island	9	68	Echinorhinus
Vermont	Sudan	3	96	Swallow
Wisconsin	Grenada	3	78	Jaguar
Minnesota	Rhode_Island	8	35	Human
North_Carolina	Alabama	8	69	Gorilla
Utah	France	9	74	Chiloscyllium
Montana	Turkey	7	38	Poroderma
Louisiana	Cyprus	3	89	Crow
New_Mexico	MARSHALL_ISLANDS	3	14	Magpie
Louisiana	Turkey	8	81	Human
Tennessee	Switzerland	0	1	Otter
Oregon	Barbados	8	92	Giant_Panda
Michigan	Uganda	5	28	Cirrhoscyllium
Wyoming	Minnesota	9	48	Wombat
Virginia	Uganda	4	46	Hawk
Delaware	Barbados	5	16	Zebra
Iowa	Illinois	5	51	Giraffe
Vermont	Minnesota	8	88	Wombat
Arkansas	Sudan	0	86	Lamniformes
Colorado	WESTERN_SAHARA	9	32	Isogomphodon
Georgia	Slovenia	6	9	Parmaturus
North_Carolina	Romania	7	16	Bullhead_shark
Arkansas	Zimbabwe	3	37	Poroderma
New_Jersey	Mozambique	4	29	Camel
Oregon	Sweden	5	21	Lion
Iowa	Texas	0	71	Manatee
Hawaii	Zimbabwe	3	52	Rhizoprionodon
Montana	Kiribati	0	14	Mouse
Kansas	Arizona	3	67	Pygmy_Shark
Nevada	Barbados	3	60	Pristiophorus
Wyoming	Zambia	6	21	Hamster
Tennessee	Switzerland	1	0	Dogfish
New_Jersey	Italy	3	9	Dolphin
South_Carolina	Uganda	7	31	Prionace_glauca
Pennsylvania	Turkey	6	31	Wombat
Louisiana	Taiwan	2	6	Isurus
New_Jersey	Minnesota	3	27	Donkey
New_York	Luxembourg	3	25	Heron
Indiana	EL_SALVADOR	7	27	Baboon
Oklahoma	Colombia	9	95	Pinniped
Iowa	COSTA_RICA	7	87	Anatidae
Louisiana	Vatican_City	2	97	Human
South_Dakota	MARSHALL_ISLANDS	2	72	Whale_Shark
New_Mexico	Luxembourg	8	90	Ostrich
Rhode_Island	Luxembourg	3	88	Hemitriakis
California	Latvia	4	77	Columbidae
Oklahoma	Maryland	7	46	Donkey
Oregon	Missouri	0	6	Fish
Maryland	Lithuania	2	61	Bullhead_shark
Maine	New_Mexico	0	18	Nightingale
New_York	North_Carolina	2	15	Mule
California	Rhode_Island	4	83	Cirrhoscyllium
Massachusetts	Morocco	3	48	Heron
Wisconsin	Texas	1	61	Louse
Massachusetts	TRINIDAD_AND_TOBAGO	1	86	Lamniformes
Indiana	Spain	7	32	Black_panther
Kentucky	Missouri	9	45	Nightingale
Michigan	Florida	2	0	Bison
North_Dakota	Massachusetts	7	27	Dogfish
Idaho	Uganda	5	84	Cheetah
Massachusetts	Ghana	1	82	Wombat
Wyoming	Michigan	6	58	Gerbil
Idaho	Mississippi	2	6	Hyena
Texas	Nauru	0	90	Goldfinch
Arizona	COSTA_RICA	0	39	American_Bison
North_Dakota	Australia	9	91	Rhinoceros
New_York	Barbados	4	25	Carcharhinus
Iowa	Wisconsin	6	34	Triakis
Indiana	Arizona	6	77	Parascyllium
Arizona	Luxembourg	8	95	Hornet
Montana	Zimbabwe	1	61	Ostrich
Minnesota	Louisiana	3	30	American_Bison
Massachusetts	Ghana	6	50	Otter
North_Dakota	MARSHALL_ISLANDS	5	96	Apristurus
Virginia	Wisconsin	9	57	Carcharhiniformes
Alaska	Virginia	3	67	Ram
West_Virginia	Arizona	8	57	Rhizoprionodon
Maryland	Switzerland	2	12	Hemitriakis
Alabama	Saudi_Arabia	0	40	Anatidae
Hawaii	Ireland	6	52	Poroderma
Kentucky	Colombia	3	56	Fish
Iowa	CZECH_REPUBLIC	5	34	Reindeer
Arizona	Taiwan	3	45	Pelican
Wyoming	Illinois	5	60	Beaver
Michigan	Namibia	5	11	Donkey
Michigan	Dominica	8	45	Chiloscyllium
Wisconsin	Uruguay	8	64	Echinorhinus
Mississippi	Maine	1	40	Louse
Washington	Arizona	9	1	Peafowl
Kentucky	Slovakia	8	61	Ostrich
New_Mexico	NEW_ZEALAND	8	6	Giraffe
Colorado	New_Jersey	6	70	Jackal
California	TRINIDAD_AND_TOBAGO	4	63	Lamniformes
Washington	Slovenia	7	84	Parascyllium
Kansas	Singapore	9	27	Hornet
Idaho	Turkey	4	81	Manatee
New_Hampshire	Italy	8	99	Crow
West_Virginia	CZECH_REPUBLIC	5	87	Cormorant
Ohio	Uzbekistan	5	48	Dolphin
New_Jersey	Greece	4	98	Raven
Missouri	Texas	4	61	Otter
Washington	EL_SALVADOR	6	79	Alligator
Vermont	Malta	7	93	Moose
Maine	Alaska	7	72	Swan
New_Jersey	Dominica	0	52	Bison
Iowa	Barbados	4	42	Scoliodon
Connecticut	Finland	7	27	Sphyrna_lewini
West_Virginia	Nigeria	8	66	Ostrich
Oklahoma	Ireland	7	9	Coccinellidae
Connecticut	Australia	7	49	Lion
Wisconsin	Dominica	2	60	Echinorhinus
Oregon	Tonga	4	13	Rhinoceros
Michigan	Spain	5	94	Sheep
Delaware	Virginia	2	11	Isurus
Maryland	Virginia	4	50	Zebra
Mississippi	Alaska	2	52	Pygmy_Shark
Delaware	New_Jersey	6	9	Cobra
Delaware	Romania	7	59	Gazelle
North_Dakota	South_Carolina	0	31	Carcharhinus
Colorado	Sweden	5	13	Giraffe
New_York	Namibia	1	66	Fish
Texas	Singapore	3	62	Fish
Minnesota	Uganda	0	68	Hemitriakis
Indiana	Wyoming	7	81	Wombat
Alabama	Louisiana	0	12	Hemitriakis
Pennsylvania	Morocco	3	54	Pony
Minnesota	Japan	9	64	Heron
Connecticut	Nauru	9	1	Mouse
Georgia	Tunisia	5	73	Carcharhinus
Hawaii	Monaco	4	86	Bullhead_shark
Tennessee	Malawi	0	69	Gerbil
Kansas	Malta	0	34	Parmaturus
Maryland	WESTERN_SAHARA	9	43	Swallow
Iowa	Namibia	8	6	Fish
New_York	Zimbabwe	1	44	Black_panther
Pennsylvania	Washington	6	13	Squaliformes
New_Mexico	Virginia	2	96	Mouse
Michigan	Ethiopia	0	73	Poroderma
North_Dakota	Pennsylvania	4	82	Donkey
Rhode_Island	Ghana	7	34	Prionace_glauca
Arkansas	Tunisia	4	55	Carcharhiniformes
Delaware	Ghana	8	43	Gerbil
Montana	Uganda	4	54	Scoliodon
Mississippi	EL_SALVADOR	8	14	Dogfish
Mississippi	Denmark	8	27	Negaprion
Wisconsin	Barbados	5	62	Ram
Indiana	EQUATORIAL_GUINEA	8	95	Cormorant
Iowa	EL_SALVADOR	8	88	Snipe
Iowa	Canada	1	41	Anatidae
Indiana	COSTA_RICA	4	69	Negaprion
Mississippi	Florida	2	84	Louse
Massachusetts	California	8	76	Carcharhinus
Ohio	Kiribati	0	86	Black_panther
New_Mexico	Latvia	2	94	Hornet
Colorado	Dominica	2	38	Hawk
Georgia	New_Jersey	0	33	Fish
Ohio	Namibia	1	92	Quail
Nevada	Florida	9	57	Nightingale
West_Virginia	Italy	4	27	Mule
Missouri	Slovakia	6	20	Giraffe
Montana	EL_SALVADOR	2	48	Partridge
Indiana	EL_SALVADOR	2	29	Poroderma
South_Carolina	NEW_ZEALAND	9	76	Prionace_glauca
Hawaii	Pennsylvania	3	28	Louse
Virginia	Switzerland	7	16	Dolphin
Idaho	DOMINICAN_REPUBLIC	8	31	Columbidae
South_Carolina	Virginia	3	92	Badger
Minnesota	Spain	5	24	Sawshark
Florida	Georgia	0	37	Gazelle
Illinois	Ethiopia	9	53	Snipe
Illinois	Namibia	6	79	Giraffe
Maryland	Switzerland	9	81	Baboon
Michigan	Singapore	7	33	Scoliodon
Massachusetts	Dominica	0	95	Gorilla
Washington	France	0	51	Orectolobus
New_Mexico	Ethiopia	1	29	Chiloscyllium
Hawaii	Italy	1	30	Manatee
Utah	Canada	8	78	Giant_Panda
Arizona	Tunisia	5	79	Coyote
Pennsylvania	Croatia	0	31	Rhizoprionodon
New_York	Jordan	0	75	Heron
Washington	Pennsylvania	1	59	Quail
Idaho	Barbados	1	88	Camel
Utah	Ecuador	3	9	Columbidae
New_Jersey	Switzerland	2	28	Pygmy_Shark
West_Virginia	Denmark	4	26	Bison
Rhode_Island	NEW_ZEALAND	3	6	Isurus
North_Carolina	Sweden	4	68	Prionace_glauca
Alabama	Slovenia	5	60	Jaguar
Rhode_Island	Vatican_City	2	74	Ostrich
Virginia	MARSHALL_ISLANDS	8	38	Cobra
Nevada	Finland	0	75	Beaver
Montana	Hawaii	6	32	Chiloscyllium
Colorado	Thailand	2	49	Echinorhinus
Minnesota	Missouri	5	84	Swallow
West_Virginia	Uruguay	5	17	Dolphin
Kansas	Cyprus	5	49	Pinniped
Rhode_Island	Samoa	3	48	Triaenodon
North_Carolina	Massachusetts	2	88	Hyena
Delaware	Texas	4	64	Sawshark
Kentucky	Zimbabwe	5	80	Cormorant
Michigan	Tanzania	0	10	Flamingo
Kentucky	Turkey	1	75	Ostrich
Idaho	Wisconsin	7	91	Hemitriakis
Delaware	Nigeria	1	31	Isogomphodon
Louisiana	Illinois	3	15	Hyena
Montana	Malta	5	94	Angel_shark
Tennessee	Canada	0	58	Ostrich
Iowa	Alabama	1	92	Raven
Colorado	Samoa	5	89	Jackal
Illinois	Uganda	9	8	Coccinellidae
New_Hampshire	Saudi_Arabia	2	53	Cormorant
Connecticut	Morocco	6	37	Poroderma
North_Carolina	Mississippi	0	13	Mallard
Kentucky	Texas	4	58	Louse
North_Dakota	Pennsylvania	1	53	Columbidae
Rhode_Island	Grenada	8	59	Hemitriakis
Texas	Luxembourg	8	1	Giant_Panda
New_Hampshire	Pennsylvania	4	70	Sawshark
Delaware	Texas	9	65	Cheetah
Illinois	Ghana	9	28	Chamois
Indiana	Italy	6	97	Rhinoceros
Nebraska	Italy	2	21	Poroderma
Utah	Romania	3	48	Snipe
Hawaii	Slovenia	6	46	Columbidae
Nebraska	DOMINICAN_REPUBLIC	5	40	Rhinoceros
New_Mexico	California	1	46	Nightingale
Arkansas	California	7	58	Gerbil
New_Jersey	DOMINICAN_REPUBLIC	6	33	Snipe
Michigan	Slovakia	1	5	Angel_shark
North_Dakota	Tennessee	9	70	Whale_Shark
Colorado	Madagascar	5	36	Isurus
Georgia	France	5	33	Pinniped
Texas	Hawaii	9	33	Alligator
Utah	Nepal	4	17	Scoliodon
North_Carolina	Latvia	4	2	Alligator
New_Jersey	Slovakia	7	10	Triakis
New_Hampshire	DOMINICAN_REPUBLIC	5	74	Triakis
Georgia	Louisiana	6	70	Flamingo
Minnesota	Nigeria	8	74	Ostrich
Tennessee	Serbia	9	63	Squaliformes
Mississippi	EQUATORIAL_GUINEA	9	93	Sawshark
Florida	Morocco	9	96	Alligator
Connecticut	EL_SALVADOR	4	80	Fox
Connecticut	Maryland	4	57	Angel_shark
Maine	Maine	0	74	Wombat
Iowa	Florida	3	3	Bison
Minnesota	Pennsylvania	9	14	Lamniformes
South_Dakota	Japan	7	36	Angel_shark
North_Dakota	Madagascar	9	37	Peafowl
South_Carolina	Nebraska	2	96	Reindeer
Tennessee	Hawaii	4	10	Rhizoprionodon
New_Jersey	Taiwan	4	45	Raven
Missouri	Alabama	9	86	Sphyrna_lewini
South_Carolina	Illinois	8	97	Mule
Connecticut	Ethiopia	4	67	Isogomphodon
North_Dakota	Jordan	1	9	Coyote
Alabama	Kiribati	6	88	Mouse
New_Jersey	Florida	6	83	Parmaturus
Colorado	Spain	0	55	Hamster
Missouri	Netherlands	1	65	Wren
Iowa	Mississippi	7	22	Pelican
Pennsylvania	Zimbabwe	3	88	Sphyrna_lewini
South_Carolina	Thailand	8	78	Black_panther
Nevada	Rhode_Island	7	75	Fish
Missouri	Wisconsin	9	0	Lamna
North_Dakota	New_Jersey	9	87	Peafowl
Georgia	Louisiana	0	52	Whale_Shark
Idaho	Massachusetts	8	12	Hemiscyllium
Delaware	Zimbabwe	5	20	Hyena
Oklahoma	Romania	7	29	Parascyllium
Nebraska	Turkey	1	84	Raven
Nebraska	Namibia	0	59	Prionace_glauca
West_Virginia	Morocco	7	94	Columbidae
Texas	Washington	5	80	Magpie
Pennsylvania	Pennsylvania	6	59	Squaliformes
Wyoming	Tuvalu	5	62	Baboon
Nevada	Canada	0	61	Mouse
Oklahoma	Maryland	1	62	Camel
Maryland	Florida	1	9	Chamois
Virginia	Uruguay	8	9	Polecat
Pennsylvania	Sweden	1	93	Prionace
New_Hampshire	Alaska	4	64	Orectolobus
Utah	Romania	5	88	Reindeer
Tennessee	Wisconsin	8	99	Rhinoceros
Delaware	Uruguay	7	93	Magpie
California	France	1	92	Human
Virginia	Samoa	6	4	Jaguar
Maine	Slovakia	7	88	Camel
Nevada	North_Carolina	4	85	Dogfish
South_Carolina	Madagascar	6	57	Triaenodon
Georgia	Ghana	4	74	Carcharhinus
Arizona	Massachusetts	8	73	Lamna
Nebraska	Romania	3	81	Ram
Arizona	Wisconsin	8	95	Pygmy_Shark
Maryland	Ireland	1	42	Whale_Shark
Nevada	Nebraska	3	41	Mallard
Wisconsin	Ghana	0	27	Crow
New_Hampshire	Massachusetts	8	12	Swallow
Colorado	Tennessee	9	22	Mouse
Rhode_Island	Barbados	8	51	Donkey
Michigan	Malaysia	2	54	Wren
Wisconsin	Turkey	1	75	Goose
Michigan	Nepal	4	15	Orectolobus
Maryland	Madagascar	8	88	Heron
Washington	Thailand	9	70	Coyote
West_Virginia	Zambia	8	84	Isogomphodon
New_Jersey	New_Jersey	1	84	Giraffe
Minnesota	Morocco	2	69	Mule
Connecticut	Ethiopia	7	55	Triakis
Massachusetts	France	0	12	Goose
Texas	Monaco	9	73	Magpie
Tennessee	Ecuador	0	24	Hemitriakis
Oklahoma	Lithuania	4	74	Pristiophorus
Minnesota	Namibia	4	38	Reindeer
Missouri	Netherlands	6	31	Rhinoceros
South_Dakota	Cyprus	3	43	Giant_Panda
Arkansas	Malaysia	2	24	Apristurus
North_Carolina	Hawaii	7	48	Scoliodon
Nevada	Serbia	1	2	Cirrhoscyllium
Illinois	Nigeria	7	94	Dolphin
Indiana	Alabama	4	56	Mouse
Connecticut	Switzerland	6	3	Guanaco
Montana	Nigeria	3	34	Donkey
Montana	Luxembourg	3	40	Human
Mississippi	Virginia	2	23	Columbidae
Louisiana	Maryland	7	16	Mouse
Washington	Wisconsin	7	30	Bison
Kentucky	Greece	7	91	Otter
California	Hawaii	0	36	Parascyllium
Colorado	Namibia	4	91	Camel
Michigan	Slovenia	6	27	Columbidae
Arkansas	Tanzania	8	7	Columbidae
Kentucky	Spain	4	98	Peafowl
Nevada	New_Jersey	9	18	Hemiscyllium
Georgia	Florida	0	44	Columbidae
Arizona	Ghana	9	5	Otter
Oklahoma	Japan	9	5	Bullhead_shark
Delaware	New_Mexico	6	98	Goldfinch
South_Dakota	Ukraine	1	69	Pristiophorus
Oklahoma	Turkey	7	46	Sheep
Alabama	Luxembourg	6	34	Giant_Panda
Delaware	Madagascar	0	71	Hawk
Virginia	Greece	8	88	Nightingale
Colorado	NEW_ZEALAND	2	88	Carcharhiniformes
Tennessee	Morocco	0	85	Fish
South_Dakota	Michigan	1	88	Badger
Maryland	Mozambique	3	58	Anatidae
Arkansas	Arizona	5	30	Pony
Oklahoma	Serbia	8	20	Mallard
Mississippi	EQUATORIAL_GUINEA	3	18	Whale_Shark
Mississippi	Tonga	1	34	Columbidae
Vermont	Taiwan	4	26	Squaliformes
North_Dakota	Georgia	1	69	Jaguar
Delaware	Zambia	7	56	Sheep
Missouri	Uzbekistan	0	42	Dolphin
Oklahoma	CZECH_REPUBLIC	1	75	Columbidae
North_Dakota	Mozambique	0	37	Baboon
South_Carolina	Ghana	6	76	Echinorhinus
California	Colombia	7	76	Cobra
Georgia	NEW_ZEALAND	2	82	Reindeer
Indiana	Nepal	7	61	Peafowl
Wyoming	MARSHALL_ISLANDS	1	77	Badger
